ID_OBRA,PROYECTO,TRAMO,PK_INICIAL,PK_FINAL,ESTADO,MUNICIPIO,LOCALIDAD,LAT_INI,LON_INI,LAT_FIN,LON_FIN,ENTE_RESPONSABLE,TIPO_ACTIVO,TIPO_OBRA,DESCRIPCION,MONTO_MDP,CRITICIDAD,RIESGO,RESPONSABLE,FECHA,OBSERVACIONES,UTM_INI_ESTE,UTM_INI_NORTE,UTM_FIN_ESTE,UTM_FIN_NORTE,ZONA_UTM,OBS_COORDENADAS,ESTATUS
QI-T02-CMEM-00-V03-CTL-OI__EAT-0006-A00,Alta Tension,Tramo II,57+950,58+650,Guanajuato,Villagran,Villagran,20.51379,-100.94093,20.512806,-100.947411,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,297606.04,2269540.61,296928.73,2269439.71,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EAT-0007-A00,Alta Tension,Tramo II,58+650,59+245,Guanajuato,Villagran,Villagran,20.512806,-100.947411,20.512263,-100.95302,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,296928.73,2269439.71,296342.94,2269386.57,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0010-A00,Gasoducto,Tramo II,58+650,58+650,Guanajuato,Cortazar,Cortazar,20.512838,-100.949071,20.512838,-100.949071,CENAGAS,Gasoducto,Proteccion por definir con CENAGAS,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,25/11/2025,Se envia oficio a CENAGAS para revision tecnica de la interferencia,296755.62,2269445.32,296755.62,2269445.32,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0019-A00,Telecomunicaciones,Tramo II,59+410,59+410,Guanajuato,Cortazar,Cortazar,20.512337,-100.956111,20.512337,-100.956111,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",296020.62,2269398.62,296020.62,2269398.62,14,,GESTIÓN / EJECUCIÓN
QI-T02-CMEM-00-V03-CTL-OI__EMT-0027-A00,Media Tension,Tramo II,59+480,59+480,Guanajuato,Cortazar,Cortazar,20.512325,-100.956757,20.512325,-100.956757,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",295953.22,2269398.1,295953.22,2269398.1,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0028-A00,Media Tension,Tramo II,59+980,59+980,Guanajuato,Villagran,Villagran,20.511989,-100.961263,20.511989,-100.961263,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",295482.76,2269366.53,295482.76,2269366.53,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0011-A00,Gasoducto,Tramo II,60+100,60+100,Guanajuato,Villagran,Villagran,20.511887,-100.962659,20.511887,-100.962659,GNP,Gasoducto,Proteccion por definir con Gas Natural Potosino,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,02/03/2026,Se envia carta de responsabilidad civil solicitada por el operador para programacion de cala de exploracion,295337.01,2269356.99,295337.01,2269356.99,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0029-A00,Media Tension,Tramo II,60+670,60+670,Guanajuato,Villagran,Villagran,20.511555,-100.968156,20.511555,-100.968156,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",294763.18,2269327.13,294763.18,2269327.13,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0020-A00,Telecomunicaciones,Tramo II,60+680,60+680,Guanajuato,Villagran,Villagran,20.511479,-100.968282,20.511479,-100.968282,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",294749.93,2269318.87,294749.93,2269318.87,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0030-A00,Media Tension,Tramo II,60+690,60+690,Guanajuato,Villagran,Villagran,20.511556,-100.968353,20.511556,-100.968353,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",294742.63,2269327.48,294742.63,2269327.48,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0021-A00,Telecomunicaciones,Tramo II,60+700,60+850,Guanajuato,Villagran,Villagran,20.511473,-100.968323,20.511446,-100.969982,Bestel,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Bestel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,29/01/2026,"Se reunen SE, Bestel y MEM, para identificacion de su Infraestructura",294745.65,2269318.26,294572.56,2269317.35,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0031-A00,Media Tension,Tramo II,60+980,60+980,Guanajuato,Villagran,Villagran,20.511506,-100.971143,20.511506,-100.971143,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",294451.54,2269325.46,294451.54,2269325.46,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0022-A00,Telecomunicaciones,Tramo II,60+990,60+990,Guanajuato,Villagran,Villagran,20.511506,-100.971143,20.511506,-100.971143,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",294451.54,2269325.46,294451.54,2269325.46,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0012-A00,Gasoducto,Tramo II,61+150,61+150,Guanajuato,Villagran,Villagran,20.511903,-100.972981,20.511903,-100.972981,GNP,Gasoducto,Proteccion por definir con Gas Natural Potosino,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,02/03/2026,Se envia carta de responsabilidad civil solicitada por el operador para programacion de cala de exploracion,294260.35,2269371.72,294260.35,2269371.72,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0032-A00,Media Tension,Tramo II,68+150,68+150,Guanajuato,Villagran,Villagran,20.569832,-100.993111,20.569832,-100.993111,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",292238.9,2275810.96,292238.9,2275810.96,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0033-A00,Media Tension,Tramo II,68+180,68+180,Guanajuato,Villagran,Villagran,20.570103,-100.993224,20.570103,-100.993224,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",292227.48,2275841.11,292227.48,2275841.11,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0013-A00,Gasoducto,Tramo II,68+500,68+500,Guanajuato,Villagran,Villagran,20.572642,-100.994631,20.572642,-100.994631,TC Energy,Gasoducto,Proteccion por definir con TC ENERGY,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,02/03/2026,Se envia carta de responsabilidad civil solicitada por el operador para programacion de cala de exploracion,292084.21,2276124.02,292084.21,2276124.02,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__EAT-0008-A00,Alta Tension,Tramo II,69+420,69+420,Guanajuato,Juventino de Rosas,Santiago de cuenda,20.579045,-101.000227,20.579045,-101.000227,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,291509.42,2276840.1,291509.42,2276840.1,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0023-A00,Telecomunicaciones,Tramo II,70+080,70+080,Guanajuato,Villagran,Villagran,20.582571,-101.005349,20.582571,-101.005349,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",290980.17,2277237.06,290980.17,2277237.06,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0024-A00,Telecomunicaciones,Tramo II,70+105,70+105,Guanajuato,Villagran,Villagran,20.582827,-101.005749,20.582827,-101.005749,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",290938.82,2277265.92,290938.82,2277265.92,14,,IDENTIFICADA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0025-A00,Telecomunicaciones,Tramo II,72+600,80+240,Guanajuato,Villagran,Villagran,20.586174,-101.02905,20.589614,-101.102065,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",288513.98,2277666.58,280906.07,2278144.01,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0034-A00,Media Tension,Tramo II,73+520,73+520,Guanajuato,Villagran,Villagran,20.587404,-101.037832,20.587404,-101.037832,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",287600.05,2277814.2,287600.05,2277814.2,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0026-A00,Telecomunicaciones,Tramo II,74+705,74+705,Guanajuato,Villagran,Villagran,20.588201,-101.049065,20.588201,-101.049065,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",286429.99,2277917.14,286429.99,2277917.14,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0027-A00,Telecomunicaciones,Tramo II,74+710,74+710,Guanajuato,Villagran,Villagran,20.588205,-101.049116,20.588205,-101.049116,AVANTEL,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Avantel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",286424.68,2277917.65,286424.68,2277917.65,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EBT-0002-A00,Baja Tension,Tramo II,75+520,75+520,Guanajuato,Villagran,Villagran,20.588414,-101.05645,20.588414,-101.05645,CFE,Linea electrica Baja Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de baja tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"SE REALIZA RECORRIDO CFE, SE Y MEM, LA BAJA TENSION SERA ALIMENTADA DE OTRO PUNTO DE CONEXION",285660.31,2277950.43,285660.31,2277950.43,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0006-A00,Servicios municipales,Tramo II,76+400,76+400,Guanajuato,Salamanca,Salamanca,20.633377,-101.065768,20.633377,-101.065768,Municipio,Servicios municipales,Reubicacion,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,284752.01,2282941.12,284752.01,2282941.12,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0035-A00,Media Tension,Tramo II,76+680,76+680,Guanajuato,Salamanca,Salamanca,20.588762,-101.067765,20.588762,-101.067765,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",284481.08,2278003.89,284481.08,2278003.89,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0007-A00,Servicios municipales,Tramo II,79+200,79+200,Guanajuato,Salamanca,Salamanca,20.631743,-101.092434,20.631743,-101.092434,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,281970.22,2282795.76,281970.22,2282795.76,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0028-A00,Telecomunicaciones,Tramo II,79+280,79+280,Guanajuato,Salamanca,Salamanca,20.641628,-101.143593,20.641628,-101.143593,ALESTRA,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Alestra y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,03/03/2026,"Se reunen SE, Telmex, Axtel y MEM, para identificacion de su Infraestructura",276652.08,2283959.78,276652.08,2283959.78,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0036-A00,Media Tension,Tramo II,80+900,80+900,Guanajuato,Salamanca,Salamanca,20.590418,-101.10819,20.590418,-101.10819,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",280268.61,2278241.29,280268.61,2278241.29,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0008-A00,Servicios municipales,Tramo II,81+220,81+220,Guanajuato,Salamanca,Salamanca,20.626091,-101.111975,20.626091,-101.111975,Municipio,Servicios municipales,Reubicacion por definir con operador.,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,,,279925.24,2282196.29,279925.24,2282196.29,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__STC-0004-A00,Servicios privados,Tramo II,81+221,81+221,Guanajuato,Salamanca,Salamanca,20.589844,-101.112003,20.589844,-101.112003,Municipio,Servicios privados,Reubicacion por definir con Municipio,Interferencia detectada entre Marco carretero SSP existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,05/02/2026,"Se realiza recorrido Ferromex, SE, MEM para identificacion de interferencia",279870.23,2278182.89,279870.23,2278182.89,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0029-A00,Telecomunicaciones,Tramo II,81+500 ,83+380,Guanajuato,Salamanca,Salamanca,20.58994,-101.114023,20.590427,-101.131869,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",279659.75,2278196.25,277799.76,2278274.43,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0037-A00,Media Tension,Tramo II,81+860,83+380,Guanajuato,Salamanca,Salamanca,20.590177,-101.11734,20.636342,-101.157488,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",279314.25,2278226.98,275196.02,2283393.65,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__STC-0005-A00,Servicios privados,Tramo II,82+600,82+600,Guanajuato,Salamanca,Salamanca,20.590233,-101.125267,20.590233,-101.125267,Municipio,Servicios privados,Reubicacion por definir con Municipio,Interferencia detectada entre Marco carretero SSP existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,05/02/2026,"Se realiza recorrido Ferromex, SE, MEM para identificacion de interferencia",278487.83,2278243.95,278487.83,2278243.95,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0038-A00,Media Tension,Tramo II,82+940,82+940,Guanajuato,Salamanca,Salamanca,20.590326,-101.1279,20.590326,-101.1279,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",278213.44,2278257.83,278213.44,2278257.83,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0030-A00,Telecomunicaciones,Tramo II,82+950,82+950,Guanajuato,Salamanca,Salamanca,20.590326,-101.1279,20.590326,-101.1279,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",278213.44,2278257.83,278213.44,2278257.83,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0039-A00,Media Tension,Tramo II,83+460,83+460,Guanajuato,Salamanca,Salamanca,20.590556,-101.132744,20.590556,-101.132744,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",277708.71,2278289.91,277708.71,2278289.91,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0040-A00,Media Tension,Tramo II,84+120,84+120,Guanajuato,Salamanca,Salamanca,20.593121,-101.138779,20.593121,-101.138779,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",277083.21,2278582.17,277083.21,2278582.17,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0041-A00,Media Tension,Tramo II,84+280,84+280,Guanajuato,Salamanca,Salamanca,20.593447,-101.140166,20.593447,-101.140166,CFE,Linea electrica Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",276939.07,2278620.17,276939.07,2278620.17,14,,SUSPENDIDA
QI-T02-CMEM-00-V03-CTL-OI__EAT-0009-A00,Alta Tension,Tramo II,84+300,84+300,Guanajuato,Salamanca,Hacienda Vieja,20.593639,-101.139992,20.593639,-101.139992,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,276957.49,2278641.19,276957.49,2278641.19,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0014-A00,Gasoducto,Tramo II,84+719,84+719,Guanajuato,Salamanca,Salamanca,20.593353,-101.144339,20.593353,-101.144339,ENGIE,Gasoducto,Proteccion por definir con ENGIE,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,02/03/2026,Se envia carta de responsabilidad civil solicitada por el operador para programacion de cala de exploracion,276503.84,2278615.49,276503.84,2278615.49,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0042-A00,Media Tension,Tramo II,85+340,85+340,Guanajuato,Salamanca,Salamanca,20.59327,-101.150079,20.59327,-101.150079,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",275905.25,2278614.19,275905.25,2278614.19,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0031-A00,Telecomunicaciones,Tramo II,85+500,88+180,Guanajuato,Salamanca,Salamanca,20.592806,-101.151625,20.597759,-101.177005,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",275743.38,2278564.94,273104.49,2279148.55,14,,CONCLUIDA
